id,age,prior_experience,education_level,region,treatment,salary,pre_salary
2617,47,1.9,Master's,South,0,50467.13,53230.03
2618,32,4.7,Master's,North,0,59833.16,61724.48
2619,44,3.4,High School,East,1,51895.02,30212.68
2620,48,1.0,High School,South,0,33379.67,33040.79
2621,24,3.0,Bachelor's,North,1,60004.73,39814.17
2622,28,4.6,High School,North,0,44191.2,45836.56
2623,37,2.6,Bachelor's,South,0,35833.91,37427.57
2624,33,5.4,High School,East,0,37419.25,45478.25
2625,21,5.0,High School,West,0,54768.84,47191.08
2626,23,4.8,Bachelor's,North,1,62513.85,47928.97
2627,43,2.1,High School,East,0,40993.27,40146.86
2628,39,0.8,Master's,South,0,45792.43,49426.49
2629,43,1.8,High School,North,0,35028.4,36923.3
2630,48,3.4,High School,North,0,37910.62,42992.01
2631,20,4.1,Master's,North,0,69604.36,55863.2
2632,48,0.0,Bachelor's,East,1,49266.21,38607.68
2633,26,3.0,Bachelor's,North,0,44277.03,47040.21
2634,45,3.3,High School,North,1,41690.84,39849.8
2635,27,2.4,Bachelor's,South,1,65203.4,42511.88
2636,31,5.6,Bachelor's,North,0,53931.25,49829.87
2637,28,3.8,High School,East,0,45251.83,40052.57
2638,35,5.6,Master's,South,1,76141.14,60232.21
2639,39,2.6,Bachelor's,West,1,53390.08,42853.08
2640,29,4.9,High School,South,1,57987.13,48108.22
2641,40,6.3,Bachelor's,North,1,63789.71,52211.17
2642,29,5.6,Bachelor's,West,1,59918.03,54113.96
2643,30,0.8,High School,South,0,38269.47,37065.36
2644,42,2.5,Bachelor's,North,1,54687.0,49136.52
2645,30,2.3,High School,South,1,49521.58,41765.18
2646,36,4.0,Bachelor's,East,0,51990.13,47636.88
2647,43,4.4,Bachelor's,North,1,64307.78,54337.15
2648,36,1.3,Bachelor's,East,0,34183.96,37648.12
2649,40,3.1,Master's,North,1,61480.58,53196.5
2650,31,0.0,High School,East,0,28377.62,29272.98
2651,21,5.9,Bachelor's,West,0,51494.28,53396.64
2652,30,2.0,Bachelor's,East,0,46070.79,42552.74
2653,25,3.1,Bachelor's,South,1,63269.65,45326.5
2654,46,2.4,Bachelor's,North,0,51868.02,41270.42
2655,40,5.3,High School,South,0,44180.14,49325.65
2656,38,0.0,High School,East,0,31459.83,29270.2
2657,40,3.0,High School,North,0,41128.56,39805.75
2658,49,2.8,Master's,East,0,56471.37,54055.11
2659,36,2.1,High School,West,0,31887.51,36518.91
2660,29,6.5,Master's,West,1,83460.26,64871.22
2661,35,1.2,Bachelor's,West,0,46308.62,40378.33
2662,23,4.5,High School,East,0,48394.02,49173.59
2663,35,3.7,Bachelor's,East,1,65154.82,52142.98
2664,36,5.5,Master's,West,1,74239.8,61573.53
2665,39,1.7,Master's,East,1,54860.3,48311.78
2666,22,1.5,High School,South,0,33907.32,34024.72
2667,49,5.2,High School,East,0,37321.15,47270.49
2668,41,3.9,High School,South,0,43627.29,47699.76
2669,26,0.0,High School,West,0,29153.93,24507.81
2670,44,1.9,Bachelor's,East,1,53561.56,46339.1
2671,20,3.8,Master's,West,1,72338.3,60906.89
2672,45,4.7,High School,North,0,41741.62,38153.13
2673,27,1.6,Bachelor's,East,0,41664.0,42075.4
2674,36,0.0,Bachelor's,East,0,38109.87,33741.93
2675,20,4.0,High School,West,0,32939.38,43722.12
2676,46,0.6,High School,West,0,30347.76,30366.6
2677,46,0.0,Bachelor's,West,0,25571.03,37479.44
2678,39,0.0,Master's,North,0,42072.39,43355.78
2679,48,4.6,Bachelor's,North,1,66159.83,54680.65
2680,32,3.3,High School,West,1,52008.04,40816.13
2681,18,2.5,High School,East,0,34671.96,38423.71
2682,24,5.8,High School,East,1,57538.14,48042.49
2683,29,4.3,Bachelor's,West,1,55449.0,53189.96
2684,34,6.2,Bachelor's,South,0,56686.08,55552.11
2685,47,0.2,High School,North,0,45295.19,37403.1
2686,38,2.9,Master's,North,0,63021.7,48760.82
2687,48,0.0,Bachelor's,South,0,38263.11,31096.33
2688,43,2.5,Bachelor's,West,0,46424.43,38265.28
2689,46,2.5,Master's,East,0,47610.48,44181.65
2690,41,4.3,High School,East,0,38750.74,45592.68
2691,37,3.1,Master's,North,0,56084.3,56505.47
2692,22,4.2,High School,South,0,40115.98,47431.11
2693,21,4.4,High School,East,0,47741.39,38973.45
2694,45,7.3,Master's,North,1,84778.0,69881.85
2695,29,2.4,Master's,East,0,53771.32,52427.3
2696,47,1.1,Bachelor's,East,0,41862.55,41966.35
2697,37,3.5,Bachelor's,East,1,50072.6,51002.49
2698,45,1.4,Bachelor's,North,0,45924.37,39174.87
2699,41,6.0,Master's,South,0,57173.41,73349.0
2700,35,2.4,High School,West,0,35210.65,42527.52
2701,34,1.9,Master's,South,0,55404.42,48573.18
2702,36,2.1,Bachelor's,East,0,49320.9,39937.05
2703,49,4.4,Bachelor's,South,1,58977.97,50848.38
2704,26,2.7,Bachelor's,East,0,44008.94,46829.03
2705,21,1.7,Bachelor's,North,0,39653.4,47362.46
2706,43,6.3,Master's,North,1,68002.84,59225.12
2707,38,1.3,Bachelor's,North,0,38689.0,43041.95
2708,19,3.1,Master's,East,1,56147.75,48183.94
2709,49,4.3,High School,South,0,46329.15,44645.43
2710,21,0.0,Bachelor's,West,0,39972.62,37569.98
2711,19,4.0,Master's,West,0,59684.21,64746.72
2712,32,0.9,Bachelor's,North,1,45897.33,34515.99
2713,19,4.6,Bachelor's,West,1,55961.34,57282.43
2714,21,1.1,Bachelor's,East,1,51491.67,34484.67
2715,23,4.4,Master's,South,0,58477.13,52891.16
2716,24,5.2,Master's,West,1,69898.65,53891.62
2717,27,4.7,High School,West,0,42721.2,45101.41
2718,36,3.5,Master's,South,0,64061.78,50805.2
2719,36,2.5,Bachelor's,West,1,57742.32,40106.67
2720,43,1.8,High School,South,1,55394.87,36211.07
2721,39,5.9,Master's,East,0,69171.03,64507.1
2722,46,1.6,Bachelor's,East,0,51319.38,42959.4
2723,29,0.9,Master's,East,0,42405.29,47051.12
2724,20,4.3,High School,North,0,45958.07,50215.64
2725,30,1.4,High School,East,0,32064.35,34783.35
2726,35,1.1,Bachelor's,West,0,32982.69,44522.77
2727,25,0.1,High School,North,0,37818.39,30871.69
2728,38,2.0,Bachelor's,North,0,42634.08,39608.49
2729,32,2.8,High School,North,0,33228.2,40599.55
2730,18,3.5,Bachelor's,East,0,46385.73,45876.81
2731,20,4.9,High School,North,0,40726.72,44336.06
2732,43,4.1,High School,East,0,38692.9,43521.61
2733,25,2.6,Bachelor's,East,0,44746.75,38034.33
2734,21,2.6,High School,North,0,46464.9,31361.99
2735,33,4.0,Bachelor's,North,0,46729.36,53637.84
2736,47,5.5,Master's,West,1,79931.77,58845.01
2737,40,3.3,Bachelor's,North,0,52002.07,45434.71
2738,27,2.1,Master's,East,0,53166.57,51965.75
2739,29,1.0,High School,West,0,36783.4,31457.31
2740,31,0.1,High School,West,0,30397.05,31970.35
2741,31,4.3,Master's,East,1,74427.87,57695.51
2742,19,4.2,Bachelor's,North,0,53302.77,51394.41
2743,40,4.2,Bachelor's,North,0,42140.85,47792.57
2744,22,2.7,Bachelor's,South,1,57709.3,46874.38
2745,22,5.8,Bachelor's,North,1,69361.47,59820.36
2746,23,2.0,High School,South,1,44650.28,33729.01
2747,30,4.9,Bachelor's,West,0,53362.89,56361.27
2748,26,2.9,Bachelor's,West,1,53703.25,46493.76
2749,47,1.8,Bachelor's,West,0,36461.77,46337.93
2750,39,4.2,Master's,South,0,49803.3,58115.09
2751,45,3.8,High School,East,0,33772.48,41266.36
2752,46,3.7,High School,East,0,44487.06,42498.92
2753,32,3.2,Master's,West,0,42036.26,59454.39
2754,31,2.9,Bachelor's,South,0,43440.24,47644.39
2755,41,7.8,Bachelor's,South,1,67501.97,63314.12
2756,24,5.4,High School,West,1,54694.74,44726.06
2757,42,4.4,High School,North,0,34054.8,49483.55
2758,37,3.2,Bachelor's,West,1,59690.24,50161.35
2759,19,5.0,High School,South,1,48677.14,45310.83
2760,24,4.0,Master's,North,1,72770.0,56509.39
2761,23,3.1,Master's,East,0,51048.4,58211.63
2762,34,2.4,Master's,North,1,61700.55,49775.18
2763,44,2.8,High School,East,0,38533.37,31268.5
2764,42,0.0,Bachelor's,South,0,39221.21,38289.6
2765,42,3.4,High School,West,0,40448.68,44960.02
2766,45,2.0,High School,West,0,33933.59,42365.24
2767,19,6.2,High School,West,0,50271.26,48170.82
2768,20,3.0,High School,West,0,41446.8,39174.35
2769,22,0.6,Master's,West,0,43040.55,48878.12
2770,22,2.9,High School,South,0,40832.56,37642.6
2771,48,0.9,High School,South,0,38681.88,34765.62
2772,18,3.9,Master's,West,1,70369.92,56358.39
2773,25,3.6,High School,North,0,45407.56,44845.47
2774,29,4.9,Bachelor's,West,1,63606.64,55591.92
2775,41,1.4,High School,East,0,29573.96,37440.91
2776,21,3.1,High School,East,0,35155.83,38478.73
2777,30,0.3,Master's,East,0,47409.31,53603.71
2778,40,4.4,High School,East,1,57922.79,45135.65
2779,32,4.0,Bachelor's,West,1,74042.79,50989.18
2780,48,4.0,High School,East,0,46883.94,38956.23
2781,28,3.0,High School,North,0,33157.54,38611.71
2782,27,3.8,High School,West,1,47652.27,41857.52
2783,20,6.2,High School,East,0,60018.62,45449.29
2784,39,2.4,High School,West,0,36217.49,36030.73
2785,31,3.3,Bachelor's,West,1,58069.44,47236.8
2786,33,0.8,Bachelor's,West,0,35681.16,40623.68
2787,27,1.3,High School,South,1,51615.95,26849.17
2788,46,3.2,Bachelor's,East,0,50088.55,47058.92
2789,27,5.2,Master's,South,1,66750.59,59090.62
2790,29,2.5,Master's,North,0,47493.19,52416.46
2791,47,2.5,Bachelor's,North,0,47120.52,49641.11
2792,26,2.2,Master's,South,0,51779.72,59809.58
2793,18,1.9,High School,East,0,39952.01,38413.51
2794,22,3.6,High School,West,0,43504.67,35862.31
2795,37,0.0,Bachelor's,North,0,36694.05,36618.37
2796,25,5.6,Bachelor's,North,1,61966.63,57183.85
2797,28,1.7,Bachelor's,North,1,52207.76,45033.16
2798,29,4.4,Bachelor's,East,0,48578.02,55149.3
2799,18,0.5,Master's,South,1,55729.03,46110.6
2800,42,4.3,Master's,South,0,58095.25,56446.0
2801,49,4.3,Bachelor's,East,0,46542.01,57909.7
2802,39,3.8,Bachelor's,North,1,62458.61,49634.68
2803,37,1.0,High School,East,0,31181.29,28933.3
2804,45,3.5,High School,East,0,36287.87,46400.53
2805,42,0.6,High School,South,0,30143.63,25815.62
2806,28,2.5,Bachelor's,East,1,56694.71,31519.82
2807,22,5.1,High School,East,0,45591.67,48377.55
2808,32,4.6,Master's,North,0,60890.8,62442.8
2809,22,3.0,High School,West,0,43582.83,40656.05
2810,29,1.1,Bachelor's,North,1,57675.86,36090.18
2811,22,4.3,High School,South,0,44300.96,42664.52
2812,34,3.0,High School,West,0,33769.28,37887.33
2813,34,0.0,Master's,North,1,53654.45,42850.84
2814,41,4.6,Bachelor's,East,1,56674.19,57448.28
2815,29,3.0,Master's,East,1,72338.87,49813.34
2816,41,5.4,Master's,West,1,81151.71,62464.42
2817,45,0.8,High School,West,0,35679.93,37176.19
2818,32,0.0,High School,East,0,34292.29,31525.77
2819,32,3.6,Master's,South,0,56929.22,60764.47
2820,23,3.6,Master's,North,1,67579.66,58054.86
2821,29,0.0,Bachelor's,East,0,30012.73,39717.4
2822,44,1.0,Bachelor's,North,0,40759.34,42467.34
2823,46,8.5,Bachelor's,North,0,59125.54,65953.77
2824,37,2.4,High School,North,1,48573.12,35657.84
2825,35,4.5,Bachelor's,North,1,61087.7,46292.5
2826,31,1.7,Master's,South,0,59830.15,53916.17
2827,19,0.0,Bachelor's,South,0,42583.14,42646.97
2828,26,2.7,High School,South,1,49401.01,39107.92
2829,48,2.5,High School,East,1,46071.67,35306.5
2830,22,2.2,High School,East,1,54980.84,30369.13
2831,37,2.8,High School,East,0,38162.38,38743.23
2832,43,3.5,Master's,South,1,67243.98,50104.2
2833,46,2.7,High School,North,0,38310.55,32144.05
2834,18,0.5,High School,South,0,29395.19,31417.07
2835,40,4.0,High School,East,0,42099.64,38944.92
2836,20,0.0,Bachelor's,West,0,28190.17,39381.24
2837,23,0.0,Bachelor's,East,1,40261.47,37362.82
2838,22,4.5,High School,North,0,45183.24,41073.46
2839,38,4.0,High School,South,1,59883.12,35180.34
2840,44,2.9,High School,West,0,40396.73,35288.45
2841,22,0.2,Bachelor's,West,1,45025.46,35335.45
2842,18,1.6,High School,North,1,37538.27,29898.77
2843,34,2.5,Master's,South,0,56346.16,51183.82
2844,36,0.0,Bachelor's,West,1,45164.02,33410.99
2845,31,1.5,High School,East,1,47782.01,33845.03
2846,29,4.3,Bachelor's,North,0,52863.31,51861.64
2847,27,5.9,High School,West,0,49955.33,44395.32
2848,37,2.2,Bachelor's,North,1,54651.4,46301.63
2849,38,4.5,High School,South,1,55457.15,38054.57
2850,35,0.0,Bachelor's,South,1,47402.73,33551.29
2851,41,4.3,Bachelor's,South,0,47780.17,50447.13
2852,44,1.4,Master's,East,0,44358.81,51948.16
2853,28,3.6,High School,West,1,38919.03,44269.6
2854,47,2.5,High School,South,1,46607.94,43949.56
2855,19,5.6,Bachelor's,East,1,72519.37,53293.64
2856,42,1.3,Master's,South,0,52403.79,48389.99
2857,35,4.3,Master's,South,1,68904.18,53769.3
2858,46,2.4,High School,West,0,33652.93,32184.93
2859,42,2.7,High School,East,0,43036.86,39014.29
2860,24,2.6,Bachelor's,South,0,45300.33,42696.51
2861,48,1.3,High School,East,1,51800.63,38829.52
2862,41,3.0,High School,East,0,34009.97,33150.46
2863,32,2.9,High School,South,0,34874.26,40645.41
2864,28,3.5,Bachelor's,South,1,54211.09,44477.04
2865,35,3.2,Master's,North,0,47096.44,51318.21
2866,40,4.6,Master's,West,0,54102.74,60956.45
2867,29,4.8,High School,South,0,45057.13,41696.48
2868,23,0.9,Bachelor's,North,1,47135.25,38636.86
2869,37,4.7,Master's,West,1,49930.76,55851.37
2870,40,0.6,High School,South,0,37253.35,38940.12
2871,49,4.2,Bachelor's,East,0,42106.67,48130.05
2872,47,4.2,Bachelor's,West,1,63664.57,50806.21
2873,30,0.0,High School,East,0,30156.07,29192.35
2874,37,3.2,Bachelor's,North,0,58144.74,48485.67
2875,33,2.1,High School,South,1,51173.81,33841.05
2876,35,1.5,Bachelor's,North,0,39924.39,41696.73
2877,27,5.7,High School,South,1,53594.8,48675.81
2878,45,1.7,High School,South,0,42591.56,31647.97
2879,40,1.4,High School,East,0,26782.38,38557.29
2880,25,3.2,Master's,North,0,55408.57,59341.92
2881,35,4.4,Bachelor's,East,0,50457.94,53625.97
2882,38,2.7,Bachelor's,East,1,54433.98,46379.51
2883,18,5.3,Bachelor's,East,1,65765.79,41937.59
2884,40,4.1,Bachelor's,North,1,61133.65,51997.16
2885,25,0.0,High School,South,0,32287.0,28434.68
2886,46,1.9,Bachelor's,South,0,44518.08,42714.9
2887,49,1.9,High School,North,0,37717.35,28110.49
2888,23,4.0,High School,South,1,52342.99,43974.35
2889,22,0.0,Bachelor's,North,0,34702.87,32205.68
2890,32,8.1,High School,North,1,64314.06,54773.7
2891,39,4.1,High School,South,0,38614.22,45918.63
2892,32,3.3,Bachelor's,West,1,53991.38,46022.69
2893,19,5.4,Bachelor's,East,0,52408.66,59064.21
2894,18,7.7,Bachelor's,North,1,70464.81,58112.04
2895,40,4.7,Bachelor's,North,1,62400.61,54501.73
2896,40,4.9,Bachelor's,West,1,67274.77,47480.86
2897,43,3.3,Bachelor's,North,1,55291.82,52024.52
2898,28,2.7,High School,North,1,49135.11,41603.96
2899,27,2.0,High School,South,0,36735.37,37873.43
2900,47,1.3,Bachelor's,South,0,39000.19,40326.86
2901,35,1.6,High School,West,0,35246.62,29192.0
2902,35,0.3,Master's,North,1,60910.27,44337.44
2903,34,2.8,Master's,East,0,54477.3,57841.23
2904,43,0.0,High School,South,1,41132.92,30519.85
2905,25,3.4,High School,East,1,46618.86,33987.85
2906,32,2.9,High School,East,0,48626.31,34201.09
2907,25,3.3,High School,West,1,46639.83,44912.61
2908,34,2.0,High School,West,0,27528.29,37951.65
2909,29,9.2,Bachelor's,North,0,69762.08,60664.0
2910,44,5.7,Master's,West,1,71586.61,55036.67
2911,25,0.5,Bachelor's,South,0,38017.54,36999.83
2912,42,3.5,High School,North,0,37669.44,33094.57
2913,31,1.8,High School,North,0,44710.54,34776.66
2914,21,1.0,Bachelor's,East,0,42686.07,50806.5
2915,18,0.3,Master's,East,1,58708.32,39512.18
2916,18,3.9,Master's,East,1,67406.38,55955.9
2917,36,1.6,Master's,North,0,51261.97,55047.71
2918,48,4.9,Bachelor's,West,1,69800.08,55696.35
2919,33,5.0,Bachelor's,West,1,61708.42,52405.04
2920,31,5.7,High School,West,1,49958.8,46514.61
2921,38,1.3,Bachelor's,North,0,46225.95,37276.36
2922,33,4.0,High School,North,0,44335.7,40929.38
2923,22,4.3,Bachelor's,North,0,51334.62,51873.76
2924,26,2.1,Bachelor's,North,1,56508.7,48720.45
2925,43,1.5,High School,North,0,32515.65,32019.3
2926,47,6.2,High School,West,0,48760.59,47840.66
2927,45,3.5,High School,North,1,49706.47,36703.15
2928,19,4.3,High School,West,1,49858.37,43801.3
2929,35,1.4,High School,North,0,40013.41,37335.12
2930,49,0.6,High School,West,1,34623.0,34318.59
2931,23,1.9,High School,South,0,47387.71,31019.25
2932,48,2.8,High School,South,0,42642.68,38987.45
2933,26,0.9,Master's,West,0,38724.8,44990.75
2934,18,3.0,High School,South,0,37820.1,43044.2
2935,26,0.0,High School,South,1,39157.27,29354.75
2936,42,0.8,Bachelor's,West,0,42239.15,34321.95
2937,33,4.3,Master's,North,1,63078.58,57020.79
2938,30,4.2,Bachelor's,North,1,60782.87,52433.89
2939,26,2.2,High School,West,0,36043.14,37576.02
2940,38,1.0,Bachelor's,East,1,47205.32,38952.82
2941,30,0.9,Bachelor's,East,0,36451.82,38358.91
2942,48,2.3,Bachelor's,South,1,59354.41,40949.98
2943,26,4.3,Bachelor's,East,0,42384.2,49321.0
2944,28,4.9,Master's,South,0,61958.87,56277.28
2945,21,2.0,Master's,North,0,55008.36,54880.34
2946,19,0.7,Bachelor's,West,0,38986.25,36495.45
2947,46,3.5,Bachelor's,North,1,58868.93,48989.14
2948,23,1.4,Bachelor's,West,1,57876.27,42417.22
2949,31,2.0,Master's,East,1,57366.23,54782.67
2950,21,5.7,High School,North,1,53943.39,51457.47
2951,23,4.7,Master's,North,0,56485.27,61883.88
2952,36,3.3,High School,South,1,55774.47,41311.71
2953,23,0.5,Bachelor's,West,1,55829.95,35305.42
2954,19,3.4,Master's,East,1,58288.93,50924.52
2955,35,5.1,High School,North,0,50407.15,41917.24
2956,30,2.2,Bachelor's,West,0,48840.74,47607.68
2957,26,5.7,High School,East,0,54874.66,47393.32
2958,40,5.6,High School,North,1,58682.01,50274.63
2959,36,6.3,High School,West,0,48761.1,52911.21
2960,30,3.6,High School,South,1,56557.54,37896.19
2961,28,4.2,High School,North,1,56018.87,42728.3
2962,18,5.8,Master's,West,1,83709.62,62348.03
2963,41,3.9,Master's,East,0,61477.9,55388.85
2964,47,2.0,High School,East,0,36760.34,33860.63
2965,39,2.1,Bachelor's,South,0,38438.22,49039.02
2966,24,3.5,High School,North,0,37526.74,40707.89
2967,42,0.4,High School,South,1,34076.86,31252.58
2968,38,2.7,High School,West,0,37065.14,34888.89
2969,32,5.2,Master's,East,0,65209.62,63300.85
2970,18,0.0,Master's,South,0,44981.64,40979.57
2971,29,6.1,High School,North,1,63315.52,50119.62
2972,43,5.2,High School,West,0,47422.11,47528.92
2973,24,2.1,High School,North,0,34225.95,34649.94
2974,32,4.1,Bachelor's,South,0,50698.47,51570.61
2975,38,3.0,Bachelor's,East,0,49379.37,47742.68
2976,36,5.5,High School,East,1,57076.06,46342.56
2977,45,5.0,Bachelor's,South,0,53649.52,53051.78
2978,46,0.2,High School,North,1,36754.33,30847.13
2979,42,4.2,Master's,North,1,65358.69,58119.65
2980,18,2.6,Bachelor's,North,1,67058.54,46040.97
2981,34,3.2,Bachelor's,North,0,53639.33,43184.54
2982,49,1.5,Bachelor's,East,0,35261.76,41891.16
2983,34,6.5,Master's,North,1,62653.98,65559.79
2984,20,5.1,High School,South,1,55621.33,45689.15
2985,29,1.5,High School,South,0,39028.74,38315.0
2986,23,0.3,Master's,South,0,43392.63,48380.35
2987,43,2.2,High School,South,0,41794.26,33118.36
2988,28,3.9,High School,North,0,41905.29,41033.49
2989,20,3.5,Bachelor's,East,0,47625.93,47254.65
2990,25,5.5,Master's,West,0,65299.37,61482.61
2991,31,4.6,Bachelor's,North,0,49080.14,51788.07
2992,31,4.9,Master's,West,0,58383.88,62146.09
2993,27,3.7,Bachelor's,East,1,62311.97,49809.31
2994,19,0.2,High School,North,1,40507.23,35522.18
2995,31,2.6,Bachelor's,West,0,55369.69,46764.01
2996,26,5.1,Bachelor's,East,0,56829.67,49977.64
2997,20,2.9,High School,West,0,41834.93,36830.88
2998,38,4.0,High School,South,0,41771.02,44415.16
2999,43,2.4,High School,South,1,51461.28,30743.33
3000,25,0.9,Bachelor's,East,0,39208.09,35316.48
3001,33,2.8,Master's,East,0,54671.82,53442.79
3002,19,3.6,Bachelor's,West,1,54272.82,52603.69
3003,23,1.7,Master's,East,0,55263.08,55328.14
3004,45,2.5,High School,South,0,39038.76,36631.58
3005,38,1.1,Master's,South,0,58275.79,52543.31
3006,46,5.2,Master's,North,1,82676.96,60889.07
3007,43,2.4,High School,West,0,41049.86,31074.34
3008,42,5.9,Master's,East,0,63058.66,62667.69
3009,29,6.1,High School,East,1,53442.16,45824.37
3010,22,2.8,Master's,East,1,68037.47,57072.92
3011,19,1.0,Master's,West,0,49000.73,47897.3
3012,33,0.0,Bachelor's,South,0,40690.17,32888.35
3013,22,0.1,Bachelor's,East,1,56816.71,32301.14
3014,32,0.3,High School,East,1,36634.87,30816.08
3015,29,5.8,Bachelor's,South,0,50649.3,45719.13
3016,21,3.2,High School,East,1,48512.82,37527.34
3017,32,3.8,Bachelor's,North,0,53443.63,50324.12
3018,28,0.0,Bachelor's,South,0,40774.34,33771.93
3019,33,0.6,Master's,South,0,42333.76,50775.95
3020,40,4.8,High School,South,1,58105.24,49164.03
3021,23,3.6,Master's,North,0,49714.58,51733.2
3022,31,2.7,Master's,South,0,48928.06,51907.82
3023,35,4.1,Bachelor's,West,1,59811.77,54278.77
3024,29,6.3,High School,West,1,56047.63,48894.77
3025,44,2.6,High School,West,1,52123.04,32222.09
3026,28,3.1,High School,South,0,40848.11,38726.72
3027,30,3.4,Bachelor's,South,1,66983.39,44788.29
3028,38,7.8,Bachelor's,South,1,70116.73,65832.79
3029,40,0.0,Master's,North,0,44388.99,47423.73
3030,28,4.4,High School,West,1,59151.25,41944.97
3031,40,2.8,High School,East,0,37856.58,38968.59
3032,33,4.1,Bachelor's,East,0,57870.66,45067.51
3033,32,1.7,Master's,South,1,62759.91,47084.89
3034,38,2.9,Master's,North,1,51942.28,59913.12
3035,45,4.4,Master's,South,0,64156.32,58414.06
3036,32,9.2,Bachelor's,East,1,80241.1,69320.34
3037,42,4.6,Bachelor's,West,1,66604.88,52728.05
3038,21,1.3,Master's,East,1,49356.71,54157.13
3039,28,2.2,Bachelor's,West,0,41142.49,36604.65
3040,36,2.1,High School,West,0,33335.99,35547.13
3041,32,0.0,High School,North,1,35794.39,36579.13
3042,21,2.3,High School,East,0,45729.07,40724.69
3043,38,4.5,Bachelor's,South,0,51338.14,56801.49
3044,30,0.5,High School,North,1,41171.8,31472.94
3045,39,5.1,High School,West,0,48050.94,43151.57
3046,36,4.0,High School,East,0,44773.16,37891.34
3047,19,1.5,Bachelor's,South,0,25920.14,38112.29
3048,31,2.7,High School,North,0,34919.03,41328.24
3049,46,6.2,Bachelor's,South,0,49525.99,58652.84
3050,21,4.5,High School,East,1,55402.82,43233.71
3051,33,3.0,High School,South,0,37608.24,41032.76
3052,38,2.5,Bachelor's,North,1,55650.84,46069.81
3053,37,3.2,High School,South,1,39067.06,43448.87
3054,31,2.0,High School,East,0,34380.16,39810.75
3055,44,0.0,High School,North,0,35575.65,25736.5
3056,46,7.1,Master's,West,0,73300.31,67394.58
3057,32,3.3,Bachelor's,North,0,51526.27,41224.53
3058,45,3.8,High School,East,0,34711.56,41932.08
3059,20,2.9,High School,South,1,54949.56,41117.22
3060,25,1.5,Master's,West,0,53209.31,44245.12
3061,33,2.6,Bachelor's,West,1,55298.51,44134.15
3062,27,0.0,Bachelor's,South,1,37874.82,38038.11
3063,21,7.6,Bachelor's,East,0,65430.49,61735.66
3064,47,0.5,Bachelor's,North,0,36632.1,38385.59
3065,35,0.9,Bachelor's,East,0,42539.03,36010.85
3066,19,2.1,Bachelor's,West,0,44700.41,44083.97
3067,34,5.6,Bachelor's,North,1,72420.43,48191.03
3068,30,3.0,High School,North,0,38460.22,38069.43
3069,21,0.5,Master's,South,0,46507.62,44734.51
3070,43,5.5,Bachelor's,East,1,72419.11,53962.94
3071,42,4.5,High School,North,0,40094.89,41262.71
3072,47,4.1,Master's,South,1,71302.22,51269.28
3073,28,4.4,Master's,East,1,67301.33,56734.63
3074,24,7.8,Master's,West,1,73353.46,72123.28
3075,48,7.4,Master's,West,1,77116.37,72245.84
3076,29,1.6,Master's,East,1,63338.23,59557.34
3077,27,6.2,High School,North,1,65511.86,55366.6
3078,24,3.8,Master's,North,0,63672.48,51612.25
3079,30,4.0,Master's,West,0,55520.75,55366.25
3080,48,0.0,High School,West,0,25063.75,29908.86
3081,24,2.7,High School,North,1,46383.99,37757.76
3082,48,1.4,Master's,East,0,43215.4,49478.13
3083,41,4.7,High School,West,0,42881.42,53730.37
3084,34,5.1,Master's,North,1,68718.16,55971.79
3085,27,0.0,High School,East,0,33637.45,27145.88
3086,46,3.0,High School,South,0,27838.11,45575.3
3087,27,5.2,Bachelor's,East,1,60063.13,51136.07
3088,41,2.6,High School,North,1,44252.33,39374.32
3089,21,4.5,Bachelor's,East,0,57310.02,55638.63
3090,37,3.7,Bachelor's,North,0,43537.77,51046.0
3091,21,3.7,High School,West,0,42183.25,41867.06
3092,39,2.5,High School,South,0,36731.47,41254.44
3093,24,0.6,High School,West,0,36915.73,28227.73
3094,39,0.8,High School,West,1,45249.98,30414.55
3095,18,4.4,Bachelor's,North,1,61862.33,53342.55
3096,29,3.0,Bachelor's,North,0,44343.42,38722.24
3097,41,2.7,High School,North,1,38907.21,43766.34
3098,30,2.2,Bachelor's,North,1,55692.09,45813.57
3099,27,2.4,High School,West,0,39821.32,37812.13
3100,32,5.1,High School,North,1,47407.13,38777.95
3101,44,2.3,High School,North,0,30820.06,31753.56
3102,30,0.3,Master's,West,0,47215.26,44305.67
3103,40,4.5,Master's,South,1,70157.62,61729.72
3104,39,2.6,Master's,South,1,57817.5,44493.54
3105,39,3.1,High School,East,1,46318.05,42453.46
3106,38,6.2,High School,West,0,39463.03,47159.87
3107,39,3.0,Bachelor's,North,0,53762.96,46106.31
3108,45,3.6,Bachelor's,East,0,42235.73,49814.37
3109,26,0.6,Master's,South,0,49637.76,47877.27
3110,43,2.6,High School,South,0,37507.18,34950.29
3111,26,4.2,High School,West,0,49105.12,45099.64
3112,32,0.0,Bachelor's,North,0,34038.73,28722.41
3113,27,3.4,Master's,North,1,65511.33,53398.32
3114,41,3.2,Master's,East,1,56112.61,55214.73
3115,43,3.1,Bachelor's,South,0,37555.09,45920.2
3116,42,5.1,Master's,East,1,73204.62,52992.36
3117,46,3.7,Bachelor's,East,0,40081.5,52132.11
3118,27,6.0,Master's,East,1,71727.34,58006.45
3119,25,1.0,Master's,North,0,53094.94,47729.94
3120,41,3.3,Master's,South,0,58548.97,55512.14
3121,33,3.2,High School,East,1,46183.87,39679.31
