id,age,prior_experience,education_level,region,treatment,salary
2458,44,0.0,High School,West,1,37038.78
2459,18,5.7,Bachelor's,East,1,62524.15
2460,43,0.8,High School,North,1,48407.15
2461,45,5.5,Bachelor's,West,1,62933.72
2462,23,4.9,High School,West,0,39004.58
2463,32,1.2,High School,West,0,31285.88
2464,19,0.7,High School,South,1,42474.97
2465,46,3.7,Master's,East,0,49420.87
2466,20,1.3,High School,South,0,42063.95
2467,49,3.2,Bachelor's,South,0,51952.81
2468,34,2.0,High School,East,1,53253.9
2469,42,0.0,High School,West,0,31960.64
2470,41,0.0,Bachelor's,South,1,37531.51
2471,29,3.5,Bachelor's,West,0,56036.77
2472,35,1.9,Master's,South,0,46312.81
2473,32,1.9,Master's,West,0,46770.53
2474,29,4.4,Bachelor's,North,1,61956.81
2475,33,5.3,Bachelor's,North,1,70931.8
2476,44,2.5,Bachelor's,North,0,50631.17
2477,25,2.3,High School,East,0,41487.81
2478,45,4.0,Master's,North,1,65441.72
2479,31,0.3,Bachelor's,South,1,47220.35
2480,42,3.4,Bachelor's,West,0,50068.64
2481,34,4.1,High School,West,0,41660.96
2482,46,4.4,High School,West,1,57527.97
2483,38,0.0,Master's,West,1,59150.59
2484,25,1.5,High School,South,0,37388.57
2485,32,1.2,Bachelor's,West,1,39100.61
2486,44,3.2,High School,South,1,50239.26
2487,31,4.0,Master's,South,0,56340.2
2488,35,6.0,High School,West,1,58820.39
2489,37,2.0,Master's,West,0,47258.58
2490,24,2.0,High School,West,0,29390.64
2491,20,5.3,Master's,South,1,73213.72
2492,46,3.6,Bachelor's,East,1,56997.96
2493,49,5.5,High School,South,1,59479.37
2494,29,3.6,Bachelor's,East,1,55377.8
2495,38,0.7,High School,West,0,39136.85
2496,41,0.3,High School,South,0,36006.55
2497,45,0.0,Master's,West,1,56484.14
2498,43,4.3,Bachelor's,East,1,59905.87
2499,20,5.4,High School,East,1,60393.63
2500,37,6.7,High School,South,0,52058.91
2501,31,4.7,High School,South,1,55251.55
2502,32,5.3,Master's,South,1,76191.36
2503,42,1.8,High School,South,0,42652.58
2504,47,0.7,Master's,North,1,50799.45
2505,31,4.7,Master's,North,0,53848.56
2506,24,3.8,High School,West,1,47604.78
2507,34,3.2,High School,East,1,42132.54
2508,47,3.8,Master's,East,0,56010.49
2509,29,3.6,High School,West,1,53939.7
2510,37,5.6,High School,West,0,46595.81
2511,21,5.6,High School,West,0,44099.31
2512,26,4.1,Bachelor's,North,1,65897.61
2513,23,4.7,Bachelor's,West,1,62777.6
2514,33,4.0,High School,East,1,53799.29
2515,42,2.1,High School,West,0,42004.16
2516,45,4.5,Master's,South,0,57923.18
2517,48,0.2,Bachelor's,East,0,48934.1
2518,39,5.1,Bachelor's,East,1,61084.27
2519,39,0.6,Bachelor's,East,0,49822.6
2520,38,3.6,Bachelor's,North,1,53841.14
2521,38,1.3,Bachelor's,North,0,44516.5
2522,19,4.1,High School,East,0,39107.67
2523,41,2.9,High School,South,1,54394.28
2524,25,0.0,Bachelor's,East,0,35608.84
2525,28,3.8,Bachelor's,North,0,50978.55
2526,49,1.8,Master's,South,1,57279.77
2527,30,4.8,High School,East,0,48973.01
2528,34,3.0,Master's,North,1,60729.2
2529,25,3.8,Master's,South,1,74789.6
2530,38,1.1,High School,West,0,28274.6
2531,35,1.8,Bachelor's,West,1,46735.87
2532,47,2.1,Bachelor's,East,0,49005.93
2533,49,4.7,Master's,West,0,56182.0
2534,35,6.4,Bachelor's,North,0,57028.08
2535,31,1.4,Bachelor's,South,0,40557.76
2536,32,5.2,Bachelor's,East,0,46898.05
2537,48,0.0,High School,South,0,29615.03
2538,23,0.6,High School,South,0,38159.44
2539,49,1.1,Bachelor's,South,0,46263.01
2540,28,0.3,Bachelor's,North,0,40043.91
2541,30,0.0,Bachelor's,East,0,43561.34
2542,42,3.8,Bachelor's,West,0,44180.4
2543,18,2.6,High School,South,1,46088.32
2544,45,3.8,Bachelor's,South,1,61255.46
2545,23,4.4,High School,South,0,42490.76
2546,26,3.5,Master's,North,0,54359.59
2547,25,4.3,Master's,West,0,51943.36
2548,28,2.9,Bachelor's,South,0,36176.1
2549,39,0.6,High School,North,0,35967.37
2550,36,5.1,High School,North,0,46562.99
2551,41,1.8,Bachelor's,South,0,47975.32
2552,26,1.1,Bachelor's,South,0,39200.24
2553,34,2.6,Bachelor's,North,0,42368.6
2554,29,1.2,High School,North,0,33555.87
2555,42,2.2,Bachelor's,South,1,58766.42
2556,31,3.7,Bachelor's,North,1,57907.06
2557,49,3.7,High School,North,0,45098.98
2558,32,1.2,Bachelor's,South,0,36581.48
2559,33,2.0,High School,South,0,35266.53
2560,39,5.1,Bachelor's,East,1,63095.43
2561,39,4.0,Master's,West,0,63110.35
2562,45,7.2,Bachelor's,South,1,70488.53
2563,37,5.4,Master's,South,1,79811.16
2564,18,5.3,Bachelor's,South,1,57127.33
2565,27,0.2,High School,West,1,41322.38
2566,25,4.5,Bachelor's,East,0,52480.15
2567,49,2.9,Bachelor's,North,0,49781.83
2568,35,1.9,High School,West,0,31627.31
2569,45,3.3,High School,South,0,48430.32
2570,18,4.9,Bachelor's,South,0,52736.09
2571,19,4.0,High School,East,1,46569.65
2572,18,1.2,High School,East,0,33649.03
2573,18,4.5,Bachelor's,East,0,49888.95
2574,26,1.7,High School,North,0,49090.65
2575,30,3.4,Master's,West,1,70549.82
2576,47,2.4,High School,West,1,47428.21
2577,18,2.6,Bachelor's,East,0,45127.22
2578,30,4.5,Bachelor's,North,0,56352.74
2579,37,0.9,Bachelor's,West,0,45753.15
2580,43,6.9,High School,South,1,46113.42
2581,39,0.0,Master's,South,1,58214.97
2582,24,1.8,Bachelor's,South,0,43553.83
2583,19,3.7,Master's,West,1,59665.55
2584,23,4.2,High School,East,0,46906.96
2585,24,2.8,High School,South,1,59628.09
2586,43,2.9,Bachelor's,East,0,49439.64
2587,31,3.8,High School,North,0,46965.44
2588,43,2.5,Bachelor's,South,1,64634.18
2589,35,5.8,High School,North,0,43207.78
2590,32,4.7,Bachelor's,East,0,42748.24
2591,19,4.7,Master's,West,1,72521.28
2592,27,1.1,Bachelor's,East,1,49965.0
2593,40,2.8,Master's,South,1,56652.8
2594,29,2.4,Bachelor's,South,1,54806.35
2595,34,1.0,Bachelor's,East,1,54604.13
2596,25,3.7,Master's,South,0,55416.13
2597,28,1.9,Master's,South,0,46839.99
2598,46,4.3,Bachelor's,North,1,59814.89
2599,20,0.9,High School,West,0,32481.47
2600,44,6.4,Bachelor's,East,1,57666.83
2601,23,1.2,High School,North,0,32908.13
2602,26,3.4,Bachelor's,South,1,51594.11
2603,23,4.6,Bachelor's,North,1,65046.29
2604,26,1.9,Master's,West,1,52770.94
2605,24,4.7,Master's,East,1,74178.27
2606,48,0.5,Bachelor's,West,1,47579.07
2607,49,5.9,High School,West,1,54997.83
2608,26,3.0,Master's,North,1,65557.17
2609,35,1.8,High School,North,1,41091.36
2610,29,2.4,Bachelor's,West,0,46598.64
2611,25,4.6,High School,South,1,50192.97
2612,25,1.8,High School,East,0,32709.6
2613,35,1.5,Master's,South,0,51530.62
2614,45,2.6,High School,South,1,41977.88
2615,47,0.6,Bachelor's,East,0,33616.54
2616,37,6.6,High School,North,0,51164.39
2617,47,1.9,Master's,South,0,50467.13
2618,32,4.7,Master's,North,0,59833.16
2619,44,3.4,High School,East,1,51895.02
2620,48,1.0,High School,South,0,33379.67
2621,24,3.0,Bachelor's,North,1,60004.73
2622,28,4.6,High School,North,0,44191.2
2623,37,2.6,Bachelor's,South,0,35833.91
2624,33,5.4,High School,East,0,37419.25
2625,21,5.0,High School,West,0,54768.84
2626,23,4.8,Bachelor's,North,1,62513.85
2627,43,2.1,High School,East,0,40993.27
2628,39,0.8,Master's,South,0,45792.43
2629,43,1.8,High School,North,0,35028.4
2630,48,3.4,High School,North,0,37910.62
2631,20,4.1,Master's,North,0,69604.36
2632,48,0.0,Bachelor's,East,1,49266.21
2633,26,3.0,Bachelor's,North,0,44277.03
2634,45,3.3,High School,North,1,41690.84
2635,27,2.4,Bachelor's,South,1,65203.4
2636,31,5.6,Bachelor's,North,0,53931.25
2637,28,3.8,High School,East,0,45251.83
2638,35,5.6,Master's,South,1,76141.14
2639,39,2.6,Bachelor's,West,1,53390.08
2640,29,4.9,High School,South,1,57987.13
2641,40,6.3,Bachelor's,North,1,63789.71
2642,29,5.6,Bachelor's,West,1,59918.03
2643,30,0.8,High School,South,0,38269.47
2644,42,2.5,Bachelor's,North,1,54687.0
2645,30,2.3,High School,South,1,49521.58
2646,36,4.0,Bachelor's,East,0,51990.13
2647,43,4.4,Bachelor's,North,1,64307.78
2648,36,1.3,Bachelor's,East,0,34183.96
2649,40,3.1,Master's,North,1,61480.58
2650,31,0.0,High School,East,0,28377.62
2651,21,5.9,Bachelor's,West,0,51494.28
2652,30,2.0,Bachelor's,East,0,46070.79
2653,25,3.1,Bachelor's,South,1,63269.65
2654,46,2.4,Bachelor's,North,0,51868.02
2655,40,5.3,High School,South,0,44180.14
2656,38,0.0,High School,East,0,31459.83
2657,40,3.0,High School,North,0,41128.56
2658,49,2.8,Master's,East,0,56471.37
2659,36,2.1,High School,West,0,31887.51
2660,29,6.5,Master's,West,1,83460.26
2661,35,1.2,Bachelor's,West,0,46308.62
2662,23,4.5,High School,East,0,48394.02
2663,35,3.7,Bachelor's,East,1,65154.82
2664,36,5.5,Master's,West,1,74239.8
2665,39,1.7,Master's,East,1,54860.3
2666,22,1.5,High School,South,0,33907.32
2667,49,5.2,High School,East,0,37321.15
2668,41,3.9,High School,South,0,43627.29
2669,26,0.0,High School,West,0,29153.93
2670,44,1.9,Bachelor's,East,1,53561.56
2671,20,3.8,Master's,West,1,72338.3
2672,45,4.7,High School,North,0,41741.62
2673,27,1.6,Bachelor's,East,0,41664.0
2674,36,0.0,Bachelor's,East,0,38109.87
2675,20,4.0,High School,West,0,32939.38
2676,46,0.6,High School,West,0,30347.76
2677,46,0.0,Bachelor's,West,0,25571.03
2678,39,0.0,Master's,North,0,42072.39
2679,48,4.6,Bachelor's,North,1,66159.83
2680,32,3.3,High School,West,1,52008.04
2681,18,2.5,High School,East,0,34671.96
2682,24,5.8,High School,East,1,57538.14
2683,29,4.3,Bachelor's,West,1,55449.0
2684,34,6.2,Bachelor's,South,0,56686.08
2685,47,0.2,High School,North,0,45295.19
2686,38,2.9,Master's,North,0,63021.7
2687,48,0.0,Bachelor's,South,0,38263.11
2688,43,2.5,Bachelor's,West,0,46424.43
2689,46,2.5,Master's,East,0,47610.48
2690,41,4.3,High School,East,0,38750.74
2691,37,3.1,Master's,North,0,56084.3
2692,22,4.2,High School,South,0,40115.98
2693,21,4.4,High School,East,0,47741.39
2694,45,7.3,Master's,North,1,84778.0
2695,29,2.4,Master's,East,0,53771.32
2696,47,1.1,Bachelor's,East,0,41862.55
2697,37,3.5,Bachelor's,East,1,50072.6
2698,45,1.4,Bachelor's,North,0,45924.37
2699,41,6.0,Master's,South,0,57173.41
2700,35,2.4,High School,West,0,35210.65
2701,34,1.9,Master's,South,0,55404.42
2702,36,2.1,Bachelor's,East,0,49320.9
2703,49,4.4,Bachelor's,South,1,58977.97
2704,26,2.7,Bachelor's,East,0,44008.94
2705,21,1.7,Bachelor's,North,0,39653.4
2706,43,6.3,Master's,North,1,68002.84
2707,38,1.3,Bachelor's,North,0,38689.0
2708,19,3.1,Master's,East,1,56147.75
2709,49,4.3,High School,South,0,46329.15
2710,21,0.0,Bachelor's,West,0,39972.62
2711,19,4.0,Master's,West,0,59684.21
2712,32,0.9,Bachelor's,North,1,45897.33
2713,19,4.6,Bachelor's,West,1,55961.34
2714,21,1.1,Bachelor's,East,1,51491.67
2715,23,4.4,Master's,South,0,58477.13
2716,24,5.2,Master's,West,1,69898.65
2717,27,4.7,High School,West,0,42721.2
2718,36,3.5,Master's,South,0,64061.78
2719,36,2.5,Bachelor's,West,1,57742.32
2720,43,1.8,High School,South,1,55394.87
2721,39,5.9,Master's,East,0,69171.03
2722,46,1.6,Bachelor's,East,0,51319.38
2723,29,0.9,Master's,East,0,42405.29
2724,20,4.3,High School,North,0,45958.07
2725,30,1.4,High School,East,0,32064.35
2726,35,1.1,Bachelor's,West,0,32982.69
2727,25,0.1,High School,North,0,37818.39
2728,38,2.0,Bachelor's,North,0,42634.08
2729,32,2.8,High School,North,0,33228.2
2730,18,3.5,Bachelor's,East,0,46385.73
2731,20,4.9,High School,North,0,40726.72
2732,43,4.1,High School,East,0,38692.9
2733,25,2.6,Bachelor's,East,0,44746.75
2734,21,2.6,High School,North,0,46464.9
2735,33,4.0,Bachelor's,North,0,46729.36
2736,47,5.5,Master's,West,1,79931.77
2737,40,3.3,Bachelor's,North,0,52002.07
2738,27,2.1,Master's,East,0,53166.57
2739,29,1.0,High School,West,0,36783.4
2740,31,0.1,High School,West,0,30397.05
2741,31,4.3,Master's,East,1,74427.87
2742,19,4.2,Bachelor's,North,0,53302.77
2743,40,4.2,Bachelor's,North,0,42140.85
2744,22,2.7,Bachelor's,South,1,57709.3
2745,22,5.8,Bachelor's,North,1,69361.47
2746,23,2.0,High School,South,1,44650.28
2747,30,4.9,Bachelor's,West,0,53362.89
2748,26,2.9,Bachelor's,West,1,53703.25
2749,47,1.8,Bachelor's,West,0,36461.77
2750,39,4.2,Master's,South,0,49803.3
2751,45,3.8,High School,East,0,33772.48
2752,46,3.7,High School,East,0,44487.06
2753,32,3.2,Master's,West,0,42036.26
2754,31,2.9,Bachelor's,South,0,43440.24
2755,41,7.8,Bachelor's,South,1,67501.97
2756,24,5.4,High School,West,1,54694.74
2757,42,4.4,High School,North,0,34054.8
2758,37,3.2,Bachelor's,West,1,59690.24
2759,19,5.0,High School,South,1,48677.14
2760,24,4.0,Master's,North,1,72770.0
2761,23,3.1,Master's,East,0,51048.4
2762,34,2.4,Master's,North,1,61700.55
2763,44,2.8,High School,East,0,38533.37
2764,42,0.0,Bachelor's,South,0,39221.21
2765,42,3.4,High School,West,0,40448.68
2766,45,2.0,High School,West,0,33933.59
2767,19,6.2,High School,West,0,50271.26
2768,20,3.0,High School,West,0,41446.8
2769,22,0.6,Master's,West,0,43040.55
2770,22,2.9,High School,South,0,40832.56
2771,48,0.9,High School,South,0,38681.88
2772,18,3.9,Master's,West,1,70369.92
2773,25,3.6,High School,North,0,45407.56
2774,29,4.9,Bachelor's,West,1,63606.64
2775,41,1.4,High School,East,0,29573.96
2776,21,3.1,High School,East,0,35155.83
2777,30,0.3,Master's,East,0,47409.31
2778,40,4.4,High School,East,1,57922.79
2779,32,4.0,Bachelor's,West,1,74042.79
2780,48,4.0,High School,East,0,46883.94
2781,28,3.0,High School,North,0,33157.54
2782,27,3.8,High School,West,1,47652.27
2783,20,6.2,High School,East,0,60018.62
2784,39,2.4,High School,West,0,36217.49
2785,31,3.3,Bachelor's,West,1,58069.44
2786,33,0.8,Bachelor's,West,0,35681.16
2787,27,1.3,High School,South,1,51615.95
2788,46,3.2,Bachelor's,East,0,50088.55
2789,27,5.2,Master's,South,1,66750.59
2790,29,2.5,Master's,North,0,47493.19
2791,47,2.5,Bachelor's,North,0,47120.52
2792,26,2.2,Master's,South,0,51779.72
2793,18,1.9,High School,East,0,39952.01
2794,22,3.6,High School,West,0,43504.67
2795,37,0.0,Bachelor's,North,0,36694.05
2796,25,5.6,Bachelor's,North,1,61966.63
2797,28,1.7,Bachelor's,North,1,52207.76
2798,29,4.4,Bachelor's,East,0,48578.02
2799,18,0.5,Master's,South,1,55729.03
2800,42,4.3,Master's,South,0,58095.25
2801,49,4.3,Bachelor's,East,0,46542.01
2802,39,3.8,Bachelor's,North,1,62458.61
2803,37,1.0,High School,East,0,31181.29
2804,45,3.5,High School,East,0,36287.87
2805,42,0.6,High School,South,0,30143.63
2806,28,2.5,Bachelor's,East,1,56694.71
2807,22,5.1,High School,East,0,45591.67
2808,32,4.6,Master's,North,0,60890.8
2809,22,3.0,High School,West,0,43582.83
2810,29,1.1,Bachelor's,North,1,57675.86
2811,22,4.3,High School,South,0,44300.96
2812,34,3.0,High School,West,0,33769.28
2813,34,0.0,Master's,North,1,53654.45
2814,41,4.6,Bachelor's,East,1,56674.19
2815,29,3.0,Master's,East,1,72338.87
2816,41,5.4,Master's,West,1,81151.71
2817,45,0.8,High School,West,0,35679.93
2818,32,0.0,High School,East,0,34292.29
2819,32,3.6,Master's,South,0,56929.22
2820,23,3.6,Master's,North,1,67579.66
2821,29,0.0,Bachelor's,East,0,30012.73
2822,44,1.0,Bachelor's,North,0,40759.34
2823,46,8.5,Bachelor's,North,0,59125.54
2824,37,2.4,High School,North,1,48573.12
2825,35,4.5,Bachelor's,North,1,61087.7
2826,31,1.7,Master's,South,0,59830.15
2827,19,0.0,Bachelor's,South,0,42583.14
2828,26,2.7,High School,South,1,49401.01
2829,48,2.5,High School,East,1,46071.67
2830,22,2.2,High School,East,1,54980.84
2831,37,2.8,High School,East,0,38162.38
2832,43,3.5,Master's,South,1,67243.98
2833,46,2.7,High School,North,0,38310.55
2834,18,0.5,High School,South,0,29395.19
2835,40,4.0,High School,East,0,42099.64
2836,20,0.0,Bachelor's,West,0,28190.17
2837,23,0.0,Bachelor's,East,1,40261.47
2838,22,4.5,High School,North,0,45183.24
2839,38,4.0,High School,South,1,59883.12
2840,44,2.9,High School,West,0,40396.73
2841,22,0.2,Bachelor's,West,1,45025.46
2842,18,1.6,High School,North,1,37538.27
2843,34,2.5,Master's,South,0,56346.16
2844,36,0.0,Bachelor's,West,1,45164.02
2845,31,1.5,High School,East,1,47782.01
2846,29,4.3,Bachelor's,North,0,52863.31
2847,27,5.9,High School,West,0,49955.33
2848,37,2.2,Bachelor's,North,1,54651.4
2849,38,4.5,High School,South,1,55457.15
2850,35,0.0,Bachelor's,South,1,47402.73
2851,41,4.3,Bachelor's,South,0,47780.17
2852,44,1.4,Master's,East,0,44358.81
2853,28,3.6,High School,West,1,38919.03
2854,47,2.5,High School,South,1,46607.94
2855,19,5.6,Bachelor's,East,1,72519.37
2856,42,1.3,Master's,South,0,52403.79
2857,35,4.3,Master's,South,1,68904.18
2858,46,2.4,High School,West,0,33652.93
2859,42,2.7,High School,East,0,43036.86
2860,24,2.6,Bachelor's,South,0,45300.33
2861,48,1.3,High School,East,1,51800.63
2862,41,3.0,High School,East,0,34009.97
2863,32,2.9,High School,South,0,34874.26
2864,28,3.5,Bachelor's,South,1,54211.09
2865,35,3.2,Master's,North,0,47096.44
2866,40,4.6,Master's,West,0,54102.74
2867,29,4.8,High School,South,0,45057.13
2868,23,0.9,Bachelor's,North,1,47135.25
2869,37,4.7,Master's,West,1,49930.76
2870,40,0.6,High School,South,0,37253.35
2871,49,4.2,Bachelor's,East,0,42106.67
2872,47,4.2,Bachelor's,West,1,63664.57
2873,30,0.0,High School,East,0,30156.07
2874,37,3.2,Bachelor's,North,0,58144.74
2875,33,2.1,High School,South,1,51173.81
2876,35,1.5,Bachelor's,North,0,39924.39
2877,27,5.7,High School,South,1,53594.8
2878,45,1.7,High School,South,0,42591.56
2879,40,1.4,High School,East,0,26782.38
2880,25,3.2,Master's,North,0,55408.57
2881,35,4.4,Bachelor's,East,0,50457.94
2882,38,2.7,Bachelor's,East,1,54433.98
2883,18,5.3,Bachelor's,East,1,65765.79
2884,40,4.1,Bachelor's,North,1,61133.65
2885,25,0.0,High School,South,0,32287.0
2886,46,1.9,Bachelor's,South,0,44518.08
2887,49,1.9,High School,North,0,37717.35
2888,23,4.0,High School,South,1,52342.99
2889,22,0.0,Bachelor's,North,0,34702.87
2890,32,8.1,High School,North,1,64314.06
2891,39,4.1,High School,South,0,38614.22
2892,32,3.3,Bachelor's,West,1,53991.38
2893,19,5.4,Bachelor's,East,0,52408.66
2894,18,7.7,Bachelor's,North,1,70464.81
2895,40,4.7,Bachelor's,North,1,62400.61
2896,40,4.9,Bachelor's,West,1,67274.77
2897,43,3.3,Bachelor's,North,1,55291.82
2898,28,2.7,High School,North,1,49135.11
2899,27,2.0,High School,South,0,36735.37
2900,47,1.3,Bachelor's,South,0,39000.19
2901,35,1.6,High School,West,0,35246.62
2902,35,0.3,Master's,North,1,60910.27
2903,34,2.8,Master's,East,0,54477.3
2904,43,0.0,High School,South,1,41132.92
2905,25,3.4,High School,East,1,46618.86
2906,32,2.9,High School,East,0,48626.31
2907,25,3.3,High School,West,1,46639.83
2908,34,2.0,High School,West,0,27528.29
2909,29,9.2,Bachelor's,North,0,69762.08
2910,44,5.7,Master's,West,1,71586.61
2911,25,0.5,Bachelor's,South,0,38017.54
2912,42,3.5,High School,North,0,37669.44
2913,31,1.8,High School,North,0,44710.54
2914,21,1.0,Bachelor's,East,0,42686.07
2915,18,0.3,Master's,East,1,58708.32
2916,18,3.9,Master's,East,1,67406.38
2917,36,1.6,Master's,North,0,51261.97
2918,48,4.9,Bachelor's,West,1,69800.08
2919,33,5.0,Bachelor's,West,1,61708.42
2920,31,5.7,High School,West,1,49958.8
2921,38,1.3,Bachelor's,North,0,46225.95
2922,33,4.0,High School,North,0,44335.7
2923,22,4.3,Bachelor's,North,0,51334.62
2924,26,2.1,Bachelor's,North,1,56508.7
2925,43,1.5,High School,North,0,32515.65
2926,47,6.2,High School,West,0,48760.59
2927,45,3.5,High School,North,1,49706.47
2928,19,4.3,High School,West,1,49858.37
2929,35,1.4,High School,North,0,40013.41
2930,49,0.6,High School,West,1,34623.0
2931,23,1.9,High School,South,0,47387.71
2932,48,2.8,High School,South,0,42642.68
2933,26,0.9,Master's,West,0,38724.8
2934,18,3.0,High School,South,0,37820.1
2935,26,0.0,High School,South,1,39157.27
2936,42,0.8,Bachelor's,West,0,42239.15
2937,33,4.3,Master's,North,1,63078.58
2938,30,4.2,Bachelor's,North,1,60782.87
2939,26,2.2,High School,West,0,36043.14
2940,38,1.0,Bachelor's,East,1,47205.32
2941,30,0.9,Bachelor's,East,0,36451.82
2942,48,2.3,Bachelor's,South,1,59354.41
2943,26,4.3,Bachelor's,East,0,42384.2
2944,28,4.9,Master's,South,0,61958.87
2945,21,2.0,Master's,North,0,55008.36
2946,19,0.7,Bachelor's,West,0,38986.25
2947,46,3.5,Bachelor's,North,1,58868.93
2948,23,1.4,Bachelor's,West,1,57876.27
2949,31,2.0,Master's,East,1,57366.23
2950,21,5.7,High School,North,1,53943.39
2951,23,4.7,Master's,North,0,56485.27
2952,36,3.3,High School,South,1,55774.47
2953,23,0.5,Bachelor's,West,1,55829.95
2954,19,3.4,Master's,East,1,58288.93
2955,35,5.1,High School,North,0,50407.15
2956,30,2.2,Bachelor's,West,0,48840.74
2957,26,5.7,High School,East,0,54874.66
2958,40,5.6,High School,North,1,58682.01
2959,36,6.3,High School,West,0,48761.1
2960,30,3.6,High School,South,1,56557.54
2961,28,4.2,High School,North,1,56018.87
2962,18,5.8,Master's,West,1,83709.62
2963,41,3.9,Master's,East,0,61477.9
2964,47,2.0,High School,East,0,36760.34
2965,39,2.1,Bachelor's,South,0,38438.22
2966,24,3.5,High School,North,0,37526.74
2967,42,0.4,High School,South,1,34076.86
2968,38,2.7,High School,West,0,37065.14
2969,32,5.2,Master's,East,0,65209.62
2970,18,0.0,Master's,South,0,44981.64
2971,29,6.1,High School,North,1,63315.52
2972,43,5.2,High School,West,0,47422.11
2973,24,2.1,High School,North,0,34225.95
2974,32,4.1,Bachelor's,South,0,50698.47
2975,38,3.0,Bachelor's,East,0,49379.37
2976,36,5.5,High School,East,1,57076.06
2977,45,5.0,Bachelor's,South,0,53649.52
2978,46,0.2,High School,North,1,36754.33
2979,42,4.2,Master's,North,1,65358.69
2980,18,2.6,Bachelor's,North,1,67058.54
2981,34,3.2,Bachelor's,North,0,53639.33
2982,49,1.5,Bachelor's,East,0,35261.76
2983,34,6.5,Master's,North,1,62653.98
2984,20,5.1,High School,South,1,55621.33
2985,29,1.5,High School,South,0,39028.74
2986,23,0.3,Master's,South,0,43392.63
2987,43,2.2,High School,South,0,41794.26
2988,28,3.9,High School,North,0,41905.29
2989,20,3.5,Bachelor's,East,0,47625.93
2990,25,5.5,Master's,West,0,65299.37
2991,31,4.6,Bachelor's,North,0,49080.14
2992,31,4.9,Master's,West,0,58383.88
2993,27,3.7,Bachelor's,East,1,62311.97
2994,19,0.2,High School,North,1,40507.23
2995,31,2.6,Bachelor's,West,0,55369.69
2996,26,5.1,Bachelor's,East,0,56829.67
2997,20,2.9,High School,West,0,41834.93
2998,38,4.0,High School,South,0,41771.02
2999,43,2.4,High School,South,1,51461.28
3000,25,0.9,Bachelor's,East,0,39208.09
3001,33,2.8,Master's,East,0,54671.82
3002,19,3.6,Bachelor's,West,1,54272.82
3003,23,1.7,Master's,East,0,55263.08
3004,45,2.5,High School,South,0,39038.76
3005,38,1.1,Master's,South,0,58275.79
3006,46,5.2,Master's,North,1,82676.96
3007,43,2.4,High School,West,0,41049.86
3008,42,5.9,Master's,East,0,63058.66
3009,29,6.1,High School,East,1,53442.16
3010,22,2.8,Master's,East,1,68037.47
3011,19,1.0,Master's,West,0,49000.73
3012,33,0.0,Bachelor's,South,0,40690.17
3013,22,0.1,Bachelor's,East,1,56816.71
3014,32,0.3,High School,East,1,36634.87
3015,29,5.8,Bachelor's,South,0,50649.3
3016,21,3.2,High School,East,1,48512.82
3017,32,3.8,Bachelor's,North,0,53443.63
3018,28,0.0,Bachelor's,South,0,40774.34
3019,33,0.6,Master's,South,0,42333.76
3020,40,4.8,High School,South,1,58105.24
3021,23,3.6,Master's,North,0,49714.58
3022,31,2.7,Master's,South,0,48928.06
3023,35,4.1,Bachelor's,West,1,59811.77
3024,29,6.3,High School,West,1,56047.63
3025,44,2.6,High School,West,1,52123.04
3026,28,3.1,High School,South,0,40848.11
3027,30,3.4,Bachelor's,South,1,66983.39
3028,38,7.8,Bachelor's,South,1,70116.73
3029,40,0.0,Master's,North,0,44388.99
3030,28,4.4,High School,West,1,59151.25
3031,40,2.8,High School,East,0,37856.58
3032,33,4.1,Bachelor's,East,0,57870.66
3033,32,1.7,Master's,South,1,62759.91
3034,38,2.9,Master's,North,1,51942.28
3035,45,4.4,Master's,South,0,64156.32
3036,32,9.2,Bachelor's,East,1,80241.1
3037,42,4.6,Bachelor's,West,1,66604.88
3038,21,1.3,Master's,East,1,49356.71
3039,28,2.2,Bachelor's,West,0,41142.49
3040,36,2.1,High School,West,0,33335.99
3041,32,0.0,High School,North,1,35794.39
3042,21,2.3,High School,East,0,45729.07
3043,38,4.5,Bachelor's,South,0,51338.14
3044,30,0.5,High School,North,1,41171.8
3045,39,5.1,High School,West,0,48050.94
3046,36,4.0,High School,East,0,44773.16
3047,19,1.5,Bachelor's,South,0,25920.14
3048,31,2.7,High School,North,0,34919.03
3049,46,6.2,Bachelor's,South,0,49525.99
3050,21,4.5,High School,East,1,55402.82
3051,33,3.0,High School,South,0,37608.24
3052,38,2.5,Bachelor's,North,1,55650.84
3053,37,3.2,High School,South,1,39067.06
3054,31,2.0,High School,East,0,34380.16
3055,44,0.0,High School,North,0,35575.65
3056,46,7.1,Master's,West,0,73300.31
3057,32,3.3,Bachelor's,North,0,51526.27
3058,45,3.8,High School,East,0,34711.56
3059,20,2.9,High School,South,1,54949.56
3060,25,1.5,Master's,West,0,53209.31
3061,33,2.6,Bachelor's,West,1,55298.51
3062,27,0.0,Bachelor's,South,1,37874.82
3063,21,7.6,Bachelor's,East,0,65430.49
3064,47,0.5,Bachelor's,North,0,36632.1
3065,35,0.9,Bachelor's,East,0,42539.03
3066,19,2.1,Bachelor's,West,0,44700.41
3067,34,5.6,Bachelor's,North,1,72420.43
3068,30,3.0,High School,North,0,38460.22
3069,21,0.5,Master's,South,0,46507.62
3070,43,5.5,Bachelor's,East,1,72419.11
3071,42,4.5,High School,North,0,40094.89
3072,47,4.1,Master's,South,1,71302.22
